iter	Logloss
0	0.4109595564
1	0.2579653351
2	0.1815386571
3	0.1426780153
4	0.1142732001
5	0.0978689454
6	0.08593969261
7	0.07934017728
8	0.07272382337
9	0.06857608237
10	0.0625669802
11	0.05934405955
12	0.05500308817
13	0.05163263851
14	0.04965502515
15	0.04716975635
16	0.04519672853
17	0.04312796387
18	0.04120119916
19	0.03946306747
20	0.03835033984
21	0.03693951323
22	0.03503015509
23	0.03372050336
24	0.03226861219
25	0.03109970659
26	0.03019679493
27	0.02956165918
28	0.02843785249
29	0.02730356367
30	0.0261809596
31	0.02493986037
32	0.02413795743
33	0.02332788538
34	0.02233850598
35	0.02166156454
36	0.02071196606
37	0.02002006315
38	0.01964422713
39	0.01914385409
40	0.01872049749
41	0.01791256659
42	0.01749308844
43	0.01693464331
44	0.01643626175
45	0.01592649574
46	0.01551523938
47	0.01506345653
48	0.01469974724
49	0.01427999788
50	0.01393847487
51	0.01351828949
52	0.01334676386
53	0.01306283766
54	0.01257536951
55	0.01232008226
56	0.0120811517
57	0.01186312558
58	0.01168475079
59	0.01134693586
60	0.01090626444
61	0.01072738356
62	0.01044265875
63	0.01011696844
64	0.01000696041
65	0.009889142898
66	0.009520946802
67	0.009381132729
68	0.009095680324
69	0.008972139036
70	0.008744357351
71	0.008563459246
72	0.008368093392
73	0.008225702196
74	0.008084787876
75	0.007935321283
76	0.007810029753
77	0.007695459186
78	0.007579166201
79	0.007526281724
80	0.007356650145
81	0.007151857454
82	0.00696180912
83	0.006878078186
84	0.006727075939
85	0.006673583491
86	0.006440651275
87	0.006373083136
88	0.006314589322
89	0.006196977941
90	0.00611546161
91	0.006041090815
92	0.005997285034
93	0.005898723963
94	0.005869261524
95	0.005779906553
96	0.005722337905
97	0.005596292334
98	0.005539266508
99	0.005363805922
100	0.005335340223
101	0.005240161009
102	0.005122334991
103	0.00506918384
104	0.005022307018
105	0.00497809518
106	0.004928337468
107	0.004852820785
108	0.004785279016
109	0.004701241852
110	0.004650887548
111	0.004626294535
112	0.004565930914
113	0.004544419165
114	0.004523663986
115	0.00444232977
116	0.004412302509
117	0.004366055165
118	0.004294318777
119	0.004248190501
120	0.004171790618
121	0.004108280349
122	0.004079653105
123	0.003981516638
124	0.003946366163
125	0.003900762236
126	0.00384507955
127	0.003763791585
128	0.003730775465
129	0.003689595725
130	0.00367751002
131	0.003575189067
132	0.003563491962
133	0.003563491962
134	0.003536108733
135	0.003511811323
136	0.003471422456
137	0.003428340596
138	0.003428340596
139	0.003428340596
140	0.003407351189
141	0.003407351189
142	0.003407343374
143	0.003407330237
144	0.003407310647
145	0.00340729629
146	0.003407279916
147	0.003407259606
148	0.003387040016
149	0.003334264819
150	0.003290249596
151	0.003248978523
152	0.003214317129
153	0.003214317129
154	0.003214317129
155	0.003214317129
156	0.003214317129
157	0.00321429955
158	0.003214306317
159	0.003214286081
160	0.003214286081
161	0.003214286081
162	0.003214286081
163	0.003214286081
164	0.003214286081
165	0.003214271318
166	0.003214271318
167	0.003214271318
168	0.003214271318
169	0.003214269126
170	0.003214269126
171	0.003214269126
172	0.003214269126
173	0.003214251029
174	0.003214219177
175	0.003214219177
176	0.003214203139
177	0.003214203139
178	0.003214191541
179	0.003214191541
180	0.003214191541
181	0.003214191541
182	0.003214191541
183	0.003214191541
184	0.003214191541
185	0.003214191541
186	0.003214191541
187	0.003214191541
188	0.003214191541
189	0.003214191541
190	0.003214191541
191	0.003214191541
192	0.003214191541
193	0.003214191541
194	0.003214191541
195	0.003214191541
196	0.003214191541
197	0.003214191541
198	0.003214191541
199	0.003214191541
200	0.003214191541
201	0.003214191541
202	0.003214191541
203	0.003214191541
204	0.003214191541
205	0.003214191541
206	0.003214191541
207	0.003214191541
208	0.003214191541
209	0.003214191541
210	0.003214191541
211	0.003204951599
212	0.003150767936
213	0.003085806626
214	0.003050923521
215	0.003027866558
216	0.002977040049
217	0.002927860623
218	0.00288361993
219	0.002862444432
220	0.00286244314
221	0.002862428936
222	0.002862419573
223	0.002862422348
224	0.002862399063
225	0.002862379735
226	0.002862378511
227	0.002862378511
228	0.002845256208
229	0.002845256208
230	0.002845256208
231	0.002845256208
232	0.00284524116
233	0.00284524116
234	0.00284524116
235	0.002845234673
236	0.002845216992
237	0.002845214719
238	0.002845196006
239	0.002845198585
240	0.002845182844
241	0.002845168595
242	0.002845158399
243	0.002845128604
244	0.002845136807
245	0.002845136807
246	0.002845120594
247	0.002845120594
248	0.002845120594
249	0.002845120594
250	0.002845120594
251	0.002845120594
252	0.002845120594
253	0.002845120594
254	0.002845120594
255	0.002845120594
256	0.002845120594
257	0.002845120594
258	0.002845120594
259	0.002845120594
260	0.002845120594
261	0.002845120594
262	0.002845120594
263	0.002845120594
264	0.002845120594
265	0.002845120594
266	0.002845120594
267	0.002845120594
268	0.002845120594
269	0.002845120594
270	0.002845120594
271	0.002845120594
272	0.002845120594
273	0.002845120594
274	0.002845120594
275	0.002845120594
276	0.002845120594
277	0.002845120594
278	0.002845120594
279	0.002845120594
280	0.002845120594
281	0.002845120594
282	0.002845120594
283	0.002818781427
284	0.002818770676
285	0.00281876593
286	0.002818749349
287	0.002818746387
288	0.002818729776
289	0.002818729776
290	0.002818729776
291	0.002818729776
292	0.002818729776
293	0.002818718293
294	0.002818704155
295	0.002818699726
296	0.00281870151
297	0.002818686107
298	0.002818656233
299	0.00281865777
300	0.002818643185
301	0.002818630052
302	0.002818635321
303	0.002818631439
304	0.002818631439
305	0.002818631439
306	0.002818615426
307	0.002818615426
308	0.002783161671
309	0.002772445616
310	0.002772445616
311	0.002772415607
312	0.002772415607
313	0.002772415607
314	0.002772415607
315	0.002772415607
316	0.002772415607
317	0.002772413529
318	0.002772413529
319	0.002772413529
320	0.002772413529
321	0.002772413529
322	0.002772413529
323	0.002772413529
324	0.002772413529
325	0.002772413529
326	0.002772413529
327	0.002772409607
328	0.002772409607
329	0.002772409607
330	0.002772409607
331	0.002772409607
332	0.002772409607
333	0.002772409607
334	0.002772409607
335	0.002772409607
336	0.002772409607
337	0.002772409607
338	0.002772409607
339	0.002772409607
340	0.002772409607
341	0.002772409607
342	0.002772409607
343	0.002772409607
344	0.002772409607
345	0.002772402082
346	0.002772402082
347	0.002772402082
348	0.002772402082
349	0.002772402082
350	0.002772405968
351	0.002772405968
352	0.002772405968
353	0.002772405968
354	0.002772405968
355	0.002772405968
356	0.002772405968
357	0.002772397904
358	0.002772372002
359	0.00277235635
360	0.00277235635
361	0.00277235635
362	0.00277235635
363	0.00277235635
364	0.00277235635
365	0.00277235635
366	0.00277235635
367	0.00277235635
368	0.00277235635
369	0.00277235635
370	0.00277235635
371	0.002772362605
372	0.002772362605
373	0.002772362605
374	0.002772362605
375	0.002772362605
376	0.002772362605
377	0.002772362605
378	0.002772362605
379	0.002772362605
380	0.002772362605
381	0.002772362605
382	0.002772362605
383	0.002772362605
384	0.002772362605
385	0.002772362605
386	0.002772362605
387	0.002772362605
388	0.002772362605
389	0.002772362605
390	0.002772362605
391	0.002772362605
392	0.002772362605
393	0.002772362605
394	0.002772362605
395	0.002772362605
396	0.002772362605
397	0.002772362605
398	0.002772362605
399	0.002772362605
400	0.002772362605
401	0.002772362605
402	0.002772347093
403	0.002772347093
404	0.002772347093
405	0.002772347093
406	0.002772347093
407	0.002772347093
408	0.002772347093
409	0.002772347093
410	0.002772347093
411	0.002772347093
412	0.002772347093
413	0.002772347093
414	0.002772347093
415	0.002772347093
416	0.002772347093
417	0.002772348177
418	0.002772319755
419	0.002772319755
420	0.002772319755
421	0.002772319755
422	0.002772319755
423	0.002772319755
424	0.002772319755
425	0.002772319755
426	0.002772319755
427	0.002772319755
428	0.002772319755
429	0.002772319755
430	0.002772319755
431	0.002772319755
432	0.002772319755
433	0.002772319755
434	0.002772319755
435	0.002772319755
436	0.002772319755
437	0.002772319755
438	0.002772319755
439	0.002772319755
440	0.002772319755
441	0.002772319755
442	0.002772319755
443	0.002772319755
444	0.002772319755
445	0.002772319755
446	0.002772319755
447	0.002772319755
448	0.002772319755
449	0.002772319755
450	0.002772319755
451	0.002772319755
452	0.002772319755
453	0.002772319755
454	0.002772319755
455	0.002772319755
456	0.002772319755
457	0.002740508644
458	0.002740508644
459	0.002740508644
460	0.002740508644
461	0.002740508644
462	0.002740508644
463	0.002740508644
464	0.002740508644
465	0.002740508644
466	0.002740508644
467	0.002740508644
468	0.002740508644
469	0.002740508644
470	0.002740508644
471	0.002740508644
472	0.002740508644
473	0.002740508644
474	0.002740508644
475	0.002740508644
476	0.002740508644
477	0.002740508644
478	0.002740508644
479	0.002740508644
480	0.002740508644
481	0.002740508644
482	0.002740508644
483	0.002740508644
484	0.002740508644
485	0.002740508644
486	0.002740508644
487	0.002740508644
488	0.002740508644
489	0.002740508644
490	0.002740508644
491	0.002740508644
492	0.002740508644
493	0.002740508644
494	0.002740508644
495	0.002740508644
496	0.002740508644
497	0.002740508644
498	0.002740508644
499	0.002740508644
500	0.002740508644
501	0.002740508644
